MatchNo,GameNo,RallyNo,StrikeNo,StrikeVideoPosition,ScoreA1,ScoreA2,ScoreB1,ScoreB2,HitPlayer,BallPosition,NextBallPosition,StrikeTech,NextStrikeTech,StrikePosition,NextStrikePosition,GameAction,NextGameAction,StrikeEffect,NextStrikeEffect,SpinKind,NextSpinKind
2008012802,1,1,1,0.000000,0,0,0,0,王皓,1,12,1,14,1,6,1,4,5,6,7,8
2008012802,1,1,2,6.339002,0,0,0,0,吴尚垠,12,19,14,5,6,7,4,7,6,5,8,3
2008012802,1,1,3,6.339002,0,0,0,0,王皓,19,22,5,16,7,8,7,10,5,6,3,4
2008012802,1,1,4,8.137617,0,0,0,0,吴尚垠,22,21,16,5,8,7,10,7,6,5,4,3
2008012802,1,1,5,8.568891,0,0,0,0,王皓,21,16,5,16,7,6,7,10,5,6,3,4
2008012802,1,1,6,8.976578,0,0,0,0,吴尚垠,16,15,16,3,6,5,10,7,6,5,4,1
2008012802,1,1,7,8.976578,0,0,0,0,王皓,15,16,3,16,5,8,7,10,5,6,1,4
2008012802,1,1,8,10.088730,0,0,0,0,吴尚垠,16,15,16,3,8,5,10,7,6,3,4,1
2008012802,1,1,9,10.088730,0,0,0,0,王皓,15,16,3,16,5,12,7,10,3,10,1,4
2008012802,1,1,10,11.179383,0,0,0,0,吴尚垠,16,25,16,25,12,13,10,13,10,1,4,11
2008012802,1,2,1,11.179383,1,0,0,0,王皓,1,12,1,14,1,6,1,4,5,6,9,8
2008012802,1,2,2,19.057318,1,0,0,0,吴尚垠,12,5,14,9,6,5,4,7,6,5,8,3
2008012802,1,2,3,19.862971,1,0,0,0,王皓,5,10,9,16,5,6,7,10,5,6,3,4
2008012802,1,2,4,20.722404,1,0,0,0,吴尚垠,10,15,16,3,6,5,10,7,6,3,4,1
2008012802,1,2,5,20.722404,1,0,0,0,王皓,15,10,3,16,5,12,7,10,3,6,1,4
2008012802,1,2,6,21.634113,1,0,0,0,吴尚垠,10,9,16,3,12,5,10,7,6,9,4,1
2008012802,1,2,7,21.634113,1,0,0,0,王皓,9,26,3,26,5,14,7,14,9,2,1,12
2008012802,1,3,1,22.374939,1,0,1,0,吴尚垠,2,11,2,13,2,5,2,3,6,5,10,7
2008012802,1,3,2,34.673333,1,0,1,0,王皓,11,12,13,14,5,6,3,12,5,6,7,8
2008012802,1,3,3,35.072948,1,0,1,0,吴尚垠,12,5,14,9,6,5,12,7,6,5,8,3
2008012802,1,3,4,35.518211,1,0,1,0,王皓,5,20,9,6,5,8,7,6,5,6,3,4
2008012802,1,3,5,36.054227,1,0,1,0,吴尚垠,20,21,6,5,8,7,6,5,6,5,4,3
2008012802,1,3,6,36.847136,1,0,1,0,王皓,21,22,5,4,7,10,5,6,5,6,3,2
2008012802,1,3,7,37.551054,1,0,1,0,吴尚垠,22,9,4,3,10,5,6,5,6,1,2,1
2008012802,1,3,8,37.932036,1,0,1,0,王皓,9,10,3,25,5,13,5,13,1,10,1,11
2008012802,1,3,9,37.932036,1,0,1,0,吴尚垠,10,25,25,0,13,0,13,0,10,0,11,0
2008012802,1,4,1,37.932036,2,0,1,0,吴尚垠,2,11,2,13,2,5,2,3,6,5,8,7
2008012802,1,4,2,52.976558,2,0,1,0,王皓,11,8,13,4,5,6,3,8,5,4,7,4
2008012802,1,4,3,53.318549,2,0,1,0,吴尚垠,8,15,4,23,6,5,8,9,4,9,4,3
2008012802,1,4,4,55.501385,2,0,1,0,王皓,15,26,23,26,5,14,9,14,9,2,3,12
2008012802,1,5,1,55.501385,2,0,2,0,王皓,1,14,1,10,1,6,1,4,5,6,3,4
2008012802,1,5,2,64.775113,2,0,2,0,吴尚垠,14,9,10,3,6,5,4,5,6,3,4,1
2008012802,1,5,3,65.360302,2,0,2,0,王皓,9,16,3,16,5,8,5,10,3,10,1,4
2008012802,1,5,4,66.179687,2,0,2,0,吴尚垠,16,25,16,25,8,13,10,13,10,1,4,11
2008012802,1,6,1,66.179687,3,0,2,0,王皓,1,12,1,14,1,8,1,4,5,10,9,8
2008012802,1,6,2,75.182721,3,0,2,0,吴尚垠,12,25,14,25,8,13,4,13,10,1,8,11
2008012802,1,7,1,77.018043,4,0,2,0,吴尚垠,2,5,2,13,2,5,2,3,6,5,10,7
2008012802,1,7,2,91.906381,4,0,2,0,王皓,5,12,13,14,5,6,3,12,5,6,7,8
2008012802,1,7,3,92.537120,4,0,2,0,吴尚垠,12,13,14,9,6,7,12,7,6,5,8,3
2008012802,1,7,4,93.039209,4,0,2,0,王皓,13,16,9,6,7,8,7,6,5,6,3,4
2008012802,1,7,5,93.660190,4,0,2,0,吴尚垠,16,21,6,5,8,7,6,5,6,9,4,3
2008012802,1,7,6,93.660190,4,0,2,0,王皓,21,26,5,26,7,14,5,14,9,2,3,12
2008012802,1,8,1,94.457048,4,0,3,0,吴尚垠,2,5,2,13,2,5,2,3,4,7,4,7
2008012802,1,8,2,104.764936,4,0,3,0,王皓,5,14,13,6,5,6,3,8,7,2,7,4
2008012802,1,8,3,105.969894,4,0,3,0,吴尚垠,14,9,6,21,6,5,8,9,2,9,4,3
2008012802,1,8,4,106.700633,4,0,3,0,王皓,9,26,21,26,5,14,9,14,9,2,3,12
2008012802,1,9,1,106.700633,4,0,4,0,王皓,1,12,1,10,1,12,1,4,5,6,7,4
2008012802,1,9,2,120.345510,4,0,4,0,吴尚垠,12,15,10,5,12,7,4,5,6,3,4,3
2008012802,1,9,3,120.345510,4,0,4,0,王皓,15,16,5,16,7,8,5,10,3,10,3,4
2008012802,1,9,4,120.821077,4,0,4,0,吴尚垠,16,25,16,25,8,13,10,13,10,1,4,11
2008012802,1,10,1,120.821077,5,0,4,0,王皓,1,12,1,14,1,6,1,4,5,6,7,8
2008012802,1,10,2,130.647000,5,0,4,0,吴尚垠,12,13,14,3,6,5,4,7,6,5,8,3
2008012802,1,10,3,131.543447,5,0,4,0,王皓,13,22,3,16,5,8,7,10,5,6,3,4
2008012802,1,10,4,131.543447,5,0,4,0,吴尚垠,22,21,16,5,8,7,10,7,6,9,4,3
2008012802,1,10,5,131.983780,5,0,4,0,王皓,21,26,5,26,7,14,7,14,9,2,3,12
2008012802,1,11,1,132.908887,5,0,5,0,吴尚垠,2,11,2,13,2,5,2,3,6,5,10,7
2008012802,1,11,2,150.182370,5,0,5,0,王皓,11,12,13,14,5,6,3,12,5,6,7,8
2008012802,1,11,3,150.741463,5,0,5,0,吴尚垠,12,5,14,9,6,5,12,7,6,3,8,3
2008012802,1,11,4,150.741463,5,0,5,0,王皓,5,10,9,6,5,6,7,6,3,10,3,4
2008012802,1,11,5,153.653206,5,0,5,0,吴尚垠,10,25,6,25,6,13,6,13,10,1,4,11
2008012802,1,12,1,153.653206,6,0,5,0,吴尚垠,2,7,2,9,2,5,2,3,6,0,8,3
2008012802,1,12,2,168.636753,6,0,5,0,王皓,7,16,9,16,5,12,3,10,0,6,3,4
2008012802,1,12,3,168.636753,6,0,5,0,吴尚垠,16,21,16,5,12,7,10,7,6,3,4,3
2008012802,1,12,4,169.229027,6,0,5,0,王皓,21,22,5,6,7,8,7,6,3,10,3,4
2008012802,1,12,5,169.229027,6,0,5,0,吴尚垠,22,25,6,25,8,13,6,13,10,1,4,11
2008012802,1,13,1,169.229027,7,0,5,0,王皓,1,18,1,14,1,8,1,4,5,6,9,8
2008012802,1,13,2,189.828388,7,0,5,0,吴尚垠,18,5,14,13,8,5,4,11,6,5,8,7
2008012802,1,13,3,189.828388,7,0,5,0,王皓,5,14,13,10,5,8,11,8,5,10,7,4
2008012802,1,13,4,190.815850,7,0,5,0,吴尚垠,14,25,10,25,8,13,8,13,10,1,4,11
2008012802,1,14,1,191.865465,8,0,5,0,王皓,1,12,1,14,1,6,1,4,5,6,9,8
2008012802,1,14,2,203.357182,8,0,5,0,吴尚垠,12,13,14,9,6,7,4,7,6,5,8,3
2008012802,1,14,3,204.236222,8,0,5,0,王皓,13,16,9,6,7,6,7,6,5,6,3,4
2008012802,1,14,4,205.338193,8,0,5,0,吴尚垠,16,21,6,5,6,7,6,5,6,5,4,3
2008012802,1,14,5,205.338193,8,0,5,0,王皓,21,22,5,6,7,8,5,6,5,6,3,4
2008012802,1,14,6,206.005649,8,0,5,0,吴尚垠,22,21,6,5,8,7,6,5,6,9,4,3
2008012802,1,14,7,206.005649,8,0,5,0,王皓,21,26,5,26,7,14,5,14,9,2,3,12
2008012802,1,15,1,206.005649,8,0,6,0,吴尚垠,2,11,2,13,2,5,2,3,6,5,10,7
2008012802,1,15,2,222.284562,8,0,6,0,王皓,11,6,13,10,5,6,3,8,5,6,7,4
2008012802,1,15,3,222.572154,8,0,6,0,吴尚垠,6,9,10,5,6,11,8,5,6,5,4,3
2008012802,1,15,4,223.462773,8,0,6,0,王皓,9,16,5,16,11,8,5,10,5,6,3,4
2008012802,1,15,5,224.044998,8,0,6,0,吴尚垠,16,21,16,5,8,7,10,7,6,5,4,3
2008012802,1,15,6,224.044998,8,0,6,0,王皓,21,16,5,4,7,6,7,6,5,6,3,2
2008012802,1,15,7,224.926569,8,0,6,0,吴尚垠,16,9,4,3,6,5,6,5,6,1,2,1
2008012802,1,15,8,225.329161,8,0,6,0,王皓,9,10,3,25,5,13,5,13,1,10,1,11
2008012802,1,15,9,225.329161,8,0,6,0,吴尚垠,10,25,25,0,13,0,13,0,10,0,11,0
2008012802,1,16,1,225.329161,9,0,6,0,吴尚垠,2,11,2,13,10,5,2,3,6,5,8,7
2008012802,1,16,2,241.832714,9,0,6,0,王皓,11,20,13,6,5,8,3,8,5,6,7,4
2008012802,1,16,3,242.517732,9,0,6,0,吴尚垠,20,15,6,5,8,9,8,5,6,3,4,3
2008012802,1,16,4,243.025701,9,0,6,0,王皓,15,22,5,16,9,8,5,10,3,10,3,4
2008012802,1,16,5,243.595401,9,0,6,0,吴尚垠,22,25,16,25,8,13,10,13,10,1,4,11
2008012802,1,17,1,243.595401,10,0,6,0,王皓,1,12,1,14,1,8,1,4,5,6,9,8
2008012802,1,17,2,257.973075,10,0,6,0,吴尚垠,12,13,14,5,8,7,4,7,6,5,8,3
2008012802,1,17,3,258.372057,10,0,6,0,王皓,13,16,5,16,7,8,7,10,5,6,3,4
2008012802,1,17,4,259.073794,10,0,6,0,吴尚垠,16,21,16,5,8,7,10,7,6,5,4,3
2008012802,1,17,5,259.073794,10,0,6,0,王皓,21,22,5,16,7,8,7,10,5,6,3,4
2008012802,1,17,6,259.481057,10,0,6,0,吴尚垠,22,21,16,5,8,7,10,7,6,5,4,3
2008012802,1,17,7,259.481057,10,0,6,0,王皓,21,16,5,16,7,12,7,10,5,6,3,4
2008012802,1,17,8,260.247961,10,0,6,0,吴尚垠,16,15,16,5,12,7,10,7,6,3,4,3
2008012802,1,17,9,260.765077,10,0,6,0,王皓,15,16,5,16,7,8,7,10,3,10,3,4
2008012802,1,17,10,261.985857,10,0,6,0,吴尚垠,16,25,16,25,8,13,10,13,10,1,4,11
2008012802,2,0,0,0.000000,11,0,6,0,,0,0,0,0,0,0,0,0,0,0,0,0
2008012802,2,1,1,261.985857,0,0,0,0,吴尚垠,2,11,2,11,2,5,2,3,6,9,10,7
2008012802,2,1,2,359.411161,0,0,0,0,王皓,11,26,11,26,5,14,3,14,9,2,7,12
2008012802,2,2,1,360.669648,0,0,1,0,吴尚垠,2,11,2,13,2,5,2,3,6,1,10,7
2008012802,2,2,2,369.504474,0,0,1,0,王皓,11,6,13,25,5,13,3,13,1,10,7,11
2008012802,2,2,3,371.121413,0,0,1,0,吴尚垠,6,25,25,0,13,0,13,0,10,0,11,0
2008012802,2,3,1,371.121413,1,0,1,0,王皓,1,6,1,10,1,6,1,4,5,6,7,4
2008012802,2,3,2,380.399399,1,0,1,0,吴尚垠,6,15,10,5,6,7,4,5,6,5,4,3
2008012802,2,3,3,381.087245,1,0,1,0,王皓,15,16,5,16,7,8,5,10,5,10,3,4
2008012802,2,3,4,381.473165,1,0,1,0,吴尚垠,16,25,16,25,8,13,10,13,10,1,4,11
2008012802,2,4,1,382.048061,2,0,1,0,王皓,1,12,1,14,1,6,1,4,5,6,9,8
2008012802,2,4,2,393.351918,2,0,1,0,吴尚垠,12,11,14,13,6,5,4,11,6,5,8,7
2008012802,2,4,3,393.688145,2,0,1,0,王皓,11,6,13,10,5,6,11,8,5,10,7,4
2008012802,2,4,4,394.780689,2,0,1,0,吴尚垠,6,25,10,25,6,13,8,13,10,1,4,11
2008012802,2,5,1,396.216245,3,0,1,0,吴尚垠,2,11,2,9,2,7,2,3,4,9,10,3
2008012802,2,5,2,410.135603,3,0,1,0,王皓,11,26,9,26,7,14,3,14,9,2,3,12
2008012802,2,6,1,410.135603,3,0,2,0,吴尚垠,2,11,2,9,2,7,2,3,6,5,8,3
2008012802,2,6,2,420.747764,3,0,2,0,王皓,11,22,9,16,7,8,3,10,5,4,3,4
2008012802,2,6,3,421.216560,3,0,2,0,吴尚垠,22,15,16,5,8,7,10,7,4,9,4,3
2008012802,2,6,4,421.700540,3,0,2,0,王皓,15,26,5,26,7,14,7,14,9,2,3,12
2008012802,2,7,1,421.700540,3,0,3,0,王皓,1,12,1,14,1,6,1,4,1,10,5,8
2008012802,2,7,2,439.436984,3,0,3,0,吴尚垠,12,25,14,25,6,13,4,13,10,1,8,11
2008012802,2,8,1,439.436984,4,0,3,0,王皓,1,12,1,14,1,8,1,4,5,6,9,8
2008012802,2,8,2,447.437936,4,0,3,0,吴尚垠,12,13,14,13,8,7,4,11,6,3,8,7
2008012802,2,8,3,448.065320,4,0,3,0,王皓,13,14,13,4,7,6,11,8,3,10,7,2
2008012802,2,8,4,449.052873,4,0,3,0,吴尚垠,14,25,4,25,6,13,8,13,10,1,2,11
2008012802,2,9,1,449.052873,5,0,3,0,吴尚垠,2,11,2,13,2,5,2,3,6,5,10,7
2008012802,2,9,2,466.519569,5,0,3,0,王皓,11,6,13,14,5,6,3,12,5,6,7,8
2008012802,2,9,3,467.002601,5,0,3,0,吴尚垠,6,13,14,9,6,7,12,7,6,9,8,3
2008012802,2,9,4,467.495338,5,0,3,0,王皓,13,26,9,26,7,14,7,14,9,2,3,12
2008012802,2,10,1,468.438245,5,0,4,0,吴尚垠,2,11,2,13,2,5,2,3,6,5,10,7
2008012802,2,10,2,484.114764,5,0,4,0,王皓,11,6,13,4,5,6,3,8,5,4,7,4
2008012802,2,10,3,485.048231,5,0,4,0,吴尚垠,6,15,4,23,6,5,8,9,4,7,4,3
2008012802,2,10,4,486.318211,5,0,4,0,王皓,15,14,23,8,5,6,9,8,7,2,3,4
2008012802,2,10,5,487.329619,5,0,4,0,吴尚垠,14,13,8,26,6,14,8,14,2,9,4,12
2008012802,2,10,6,487.329619,5,0,4,0,王皓,13,26,26,0,14,0,14,0,9,0,12,0
2008012802,2,11,1,487.329619,5,0,5,0,王皓,1,12,1,14,1,6,1,4,5,6,9,8
2008012802,2,11,2,502.688270,5,0,5,0,吴尚垠,12,19,14,5,6,7,4,7,6,3,8,3
2008012802,2,11,3,503.492361,5,0,5,0,王皓,19,16,5,16,7,8,7,10,3,10,3,4
2008012802,2,11,4,504.253950,5,0,5,0,吴尚垠,16,25,16,25,8,13,10,13,10,1,4,11
2008012802,2,12,1,504.253950,6,0,5,0,王皓,1,12,1,10,1,8,1,4,5,6,3,4
2008012802,2,12,2,515.400585,6,0,5,0,吴尚垠,12,21,10,5,8,7,4,5,6,5,4,3
2008012802,2,12,3,516.028370,6,0,5,0,王皓,21,22,5,6,7,8,5,6,5,6,3,4
2008012802,2,12,4,516.028370,6,0,5,0,吴尚垠,22,21,6,5,8,7,6,5,6,5,4,3
2008012802,2,12,5,516.728447,6,0,5,0,王皓,21,16,5,16,7,12,5,10,5,6,3,4
2008012802,2,12,6,517.367258,6,0,5,0,吴尚垠,16,21,16,5,12,7,10,7,6,5,4,3
2008012802,2,12,7,517.367258,6,0,5,0,王皓,21,10,5,16,7,6,7,10,5,6,3,4
2008012802,2,12,8,518.049458,6,0,5,0,吴尚垠,10,21,16,5,6,7,10,7,6,9,4,3
2008012802,2,12,9,518.049458,6,0,5,0,王皓,21,26,5,26,7,14,7,14,9,2,3,12
2008012802,2,13,1,520.222392,6,0,6,0,吴尚垠,2,11,2,13,2,7,2,3,6,5,10,7
2008012802,2,13,2,539.656528,6,0,6,0,王皓,11,12,13,14,7,6,3,12,5,6,7,8
2008012802,2,13,3,539.993106,6,0,6,0,吴尚垠,12,5,14,9,6,5,12,7,6,3,8,3
2008012802,2,13,4,540.730515,6,0,6,0,王皓,5,10,9,16,5,6,7,10,3,10,3,4
2008012802,2,13,5,541.424045,6,0,6,0,吴尚垠,10,25,16,25,6,13,10,13,10,1,4,11
2008012802,2,14,1,541.424045,7,0,6,0,吴尚垠,2,13,2,9,2,7,2,3,6,3,8,3
2008012802,2,14,2,558.531068,7,0,6,0,王皓,13,22,9,6,7,8,3,6,3,10,3,4
2008012802,2,14,3,559.283036,7,0,6,0,吴尚垠,22,25,6,25,8,13,6,13,10,1,4,11
2008012802,2,15,1,559.283036,8,0,6,0,王皓,1,6,1,14,1,6,1,4,3,8,3,8
2008012802,2,15,2,575.446893,8,0,6,0,吴尚垠,6,5,14,5,6,5,4,7,8,1,8,3
2008012802,2,15,3,575.446893,8,0,6,0,王皓,5,10,5,16,5,6,7,10,1,10,3,4
2008012802,2,15,4,576.861118,8,0,6,0,吴尚垠,10,25,16,25,6,13,10,13,10,1,4,11
2008012802,2,16,1,576.861118,9,0,6,0,王皓,1,6,1,14,1,6,1,4,5,6,9,8
2008012802,2,16,2,593.189687,9,0,6,0,吴尚垠,6,19,14,5,6,7,4,7,6,3,8,3
2008012802,2,16,3,594.086823,9,0,6,0,王皓,19,22,5,16,7,8,7,10,3,10,3,4
2008012802,2,16,4,594.086823,9,0,6,0,吴尚垠,22,25,16,25,8,13,10,13,10,1,4,11
2008012802,2,17,1,594.086823,10,0,6,0,吴尚垠,2,21,2,5,2,9,2,3,4,9,2,3
2008012802,2,17,2,614.945161,10,0,6,0,王皓,21,26,5,26,9,14,3,14,9,2,3,12
2008012802,2,18,1,614.945161,10,0,7,0,吴尚垠,2,13,2,9,2,7,2,3,6,5,8,3
2008012802,2,18,2,625.280424,10,0,7,0,王皓,13,16,9,6,7,8,3,6,5,6,3,4
2008012802,2,18,3,625.963197,10,0,7,0,吴尚垠,16,15,6,5,8,7,6,5,6,5,4,3
2008012802,2,18,4,625.963197,10,0,7,0,王皓,15,10,5,6,7,12,5,6,5,6,3,4
2008012802,2,18,5,626.659091,10,0,7,0,吴尚垠,10,9,6,3,12,5,6,5,6,5,4,1
2008012802,2,18,6,627.310281,10,0,7,0,王皓,9,10,3,16,5,12,5,10,5,6,1,4
2008012802,2,18,7,627.847823,10,0,7,0,吴尚垠,10,15,16,3,12,5,10,7,6,5,4,3
2008012802,2,18,8,628.645120,10,0,7,0,王皓,15,22,3,16,5,8,7,10,5,6,3,4
2008012802,2,18,9,628.645120,10,0,7,0,吴尚垠,22,15,16,3,8,5,10,7,6,5,4,1
2008012802,2,18,10,629.568222,10,0,7,0,王皓,15,22,3,16,5,8,7,10,5,6,1,4
2008012802,2,18,11,630.377460,10,0,7,0,吴尚垠,22,21,16,3,8,9,10,7,6,1,4,1
2008012802,2,18,12,630.377460,10,0,7,0,王皓,21,10,3,16,9,12,7,10,1,10,1,4
2008012802,2,18,13,631.027467,10,0,7,0,吴尚垠,10,25,16,25,12,13,10,13,10,1,4,11
2008012802,3,0,0,0.000000,11,0,7,0,,0,0,0,0,0,0,0,0,0,0,0,0
2008012802,3,1,1,631.027467,0,0,0,0,王皓,1,16,1,4,1,10,1,4,5,6,3,2
2008012802,3,1,2,718.078263,0,0,0,0,吴尚垠,16,21,4,5,10,7,4,5,6,5,2,3
2008012802,3,1,3,718.078263,0,0,0,0,王皓,21,16,5,16,7,8,5,10,5,6,3,4
2008012802,3,1,4,718.078263,0,0,0,0,吴尚垠,16,15,16,5,8,7,10,7,6,5,4,3
2008012802,3,1,5,718.531599,0,0,0,0,王皓,15,16,5,4,7,6,7,6,5,6,3,4
2008012802,3,1,6,719.399238,0,0,0,0,吴尚垠,16,21,4,5,6,7,6,5,6,5,4,3
2008012802,3,1,7,719.399238,0,0,0,0,王皓,21,10,5,4,7,6,5,6,5,4,3,2
2008012802,3,1,8,720.238721,0,0,0,0,吴尚垠,10,15,4,21,6,11,6,9,4,5,2,3
2008012802,3,1,9,721.221324,0,0,0,0,王皓,15,16,21,4,11,6,9,8,5,6,3,2
2008012802,3,1,10,721.984927,0,0,0,0,吴尚垠,16,15,4,3,6,7,8,5,6,5,2,3
2008012802,3,1,11,723.247991,0,0,0,0,王皓,15,16,3,4,7,6,5,6,5,6,3,2
2008012802,3,1,12,723.929909,0,0,0,0,吴尚垠,16,15,4,3,6,7,6,5,6,9,2,1
2008012802,3,1,13,723.929909,0,0,0,0,王皓,15,26,3,26,7,14,5,14,9,2,1,12
2008012802,3,2,1,724.843184,0,0,1,0,王皓,1,12,1,12,1,6,1,4,5,8,9,8
2008012802,3,2,2,736.331200,0,0,1,0,吴尚垠,12,15,12,3,6,5,4,7,8,1,8,1
2008012802,3,2,3,737.955336,0,0,1,0,王皓,15,16,3,16,5,12,7,10,1,10,1,4
2008012802,3,2,4,737.955336,0,0,1,0,吴尚垠,16,25,16,25,12,13,10,13,10,1,4,11
2008012802,3,3,1,737.955336,1,0,1,0,吴尚垠,2,5,2,9,2,5,2,3,6,5,4,3
2008012802,3,3,2,753.838784,1,0,1,0,王皓,5,16,9,4,5,6,3,6,5,6,3,2
2008012802,3,3,3,754.870154,1,0,1,0,吴尚垠,16,15,4,5,6,7,6,5,6,5,2,3
